,url,len of url,no of subdir,no of subdomain,len of domain,no of queries,presence of Suspicious_TLD,presence of at,label
21,http://maravillosarealidad.com/nmklad/nmklad/X1z0/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,110,5,0,23,40,0,0,1
22,http://oocities.org/fadwa_layla/nice_pic.html,45,2,0,12,0,0,0,1
23,http://ceciliamartinez.com.mx/errors/dropbox/activity.vip.163.com/vip.163.com.php?errorType=498&error&email=,108,4,0,22,26,1,0,1
24,http://lllqdzp4t-site.itempurl.com/fresh/bobs/7e06c8a7a8669540c72f7b8b8c0dcb16/,79,4,1,27,0,0,0,1
25,http://sensibleaddictions.com/ec,32,1,0,22,0,0,0,1
26,http://rubberduckdev.com/securedomains/secure-domains/document/pvalidate.html,77,4,0,17,0,0,0,1
27,http://designspd.com/blog/wp-content/onlineupdate/37cba816b8fe06dcc225dc5de3d19899/index2.html,94,5,0,13,0,0,0,1
28,http://ilcentralino.net/components/com_jce/yhoo9/image.htm,58,4,0,16,0,0,0,1
29,http://paypal.com.us.cgi.bin.webscr.cmd.login.submit.nicotours.com/Pool=2/,74,2,9,59,0,0,0,1
30,http://rcf.org.il/PayPal/safe/Confirmation/signin/653b2769676D3edAe51D85d00e0c8996b/login.php?country.x=EU-Europe&amp;lang.x;=en,128,6,0,10,34,0,0,1
31,http://gopractors.com/docx/verification.php,43,2,0,14,0,0,0,1
32,http://pagonidis.gr/b2b/wp-includes/js/identity.php,51,4,0,12,0,1,0,1
33,http://union-apparel.com/.webmail-verify/,41,2,0,17,0,0,0,1
34,http://bzwbk-centrum24.top/?email=abuse@asd.pl,46,1,0,19,18,0,0,1
35,http://iperso-mobillfree.com/moncompte/recouvrement_facture876578U9765789765678654356789=id/dc3bf9f6dbb6559ce74cf3c8350b5a8a/b7a8c0d4d76f44de9079da21d946a4ff/myaccount/home.php?customerid=48610,193,6,0,21,16,0,0,1
36,http://djgfhirredds.top/index_f.asp,35,1,0,16,0,0,0,1
37,http://wildlogic.com/deactivation.request.accounts.mail.yahoo.revalidationserver.logonprvatedataconfirmationscreen.dataverification.code.hhgftyd5634dtgfhjfdrtreqrtg,164,1,0,13,0,0,0,1
38,http://cndoubleegret.com/admin/secure/cmd-login=84929bc0ed891b45479fa8b80b2d7a9a/?user=3Dsjenk=&amp;reff=ZmE2MjE3MGRiYWFlM2QyZTVkYTAzMzUwZDc0OGI3N2M=,149,4,0,17,67,0,0,1
39,http://hjartholm.no/blog/wp-includes/js/bookmark/ii.php,55,5,0,12,0,0,0,1
40,http://goo.gl/JJqYdv,20,1,0,6,0,0,0,1
41,http://guiaparaemagrecercomsaude.com.br/dds/db/box/,51,4,0,32,0,1,0,1
42,http://tube8vidsvmr.ddns.name/2013/girl-fucked-by-dog.avi.exe,61,2,1,22,0,0,0,1
43,http://toobatextile.com/google/2016DocDriveInc/2016DocDriveInc/verification.php,79,4,0,16,0,0,0,1
44,http://pracadarepublicaembeja.net/men,37,1,0,26,0,0,0,1
45,http://tigermoms.co.in/mailer/mailin/docx/,42,4,0,15,0,0,0,1
46,http://indicacreative.com/wp-content/comfermation-validationaccount@paypal.com.au/validationpaypal/websc-proccessing.php,120,4,0,18,0,0,0,1
47,http://emailupgrader.com/wp-admin/user/ad/excelll/exccel/exccel/Re%20New%20Order-1.HTM,86,7,0,17,0,0,0,1
48,http://outloook.eu.pn/outlook.html,34,1,1,14,0,0,0,1
49,http://acmd.org.tr/templates/system/index.php,45,3,0,11,0,0,0,1
50,http://lafayettebeauty.net/wp-content/plugins/edfc7c243c334ba8bf1f9a4254da88f6/,79,4,0,19,0,0,0,1
51,http://lakoner.com/sss/zimbra/,30,3,0,11,0,0,0,1
52,http://rtrgffffb.online/jj/A0L.htm,34,2,0,16,0,0,0,1
53,http://comiteanimcardroc.free.fr/cache/index.php,48,2,1,25,0,1,0,1
54,http://livrariaprosaeverso.com/update/,38,2,0,23,0,0,0,1
55,http://pkbsurf.com.br/aolfile010/570d3e49c6bc9b64a84c1d02093ad580/,66,3,0,14,0,1,0,1
56,http://samyinayeh.com/login.htm,31,1,0,14,0,0,0,1
57,http://bbt.zqkf.cc/introduce/qiaokeli/dierlei/2013/0906/js/home/htm/cadastro/portalcopa/cielo/?Cadastros,104,12,1,11,9,0,0,1
58,http://clickpage.net,20,0,0,13,0,0,0,1
59,http://flynns.club/pdf=tax,26,1,0,11,0,0,0,1
60,http://systemautomatically.co.nf/manager/a.php,46,2,1,25,0,0,0,1
61,http://scoalamameipitesti.ro/document/serviceupdate/serviceupdate/,66,4,0,21,0,1,0,1
62,http://bula.computantest.com/wp-admin/Summary/2437ab3b191f6abf689866bf2fbe0b02,78,3,1,21,0,0,0,1
63,http://viescas.com/Tips/language/ati_ps.html,44,3,0,11,0,0,0,1
64,http://elplacerdecomprar.com/js/indexencry.html,47,2,0,21,0,0,0,1
65,http://ntsushi.com/Img,22,1,0,11,0,0,0,1
66,http://kitchen-doors.com/pos/postal/979dac508cbcd3cbe86ed61ed772a1b544e4289f/manage.compte/index.php,100,5,0,17,0,0,0,1
67,http://comitetul.info/wp-includes/images/docmailfrancenote,58,3,0,14,0,0,0,1
68,http://jlrcreations.com/save/Email.html,39,2,0,16,0,0,0,1
69,http://gwn.co.id/office/record/verification-folder.php,54,3,0,9,0,1,0,1
70,http://encurtador.com.br/T9hMy?=bradesco.com.br/html/classic/index.shtm,71,1,0,17,40,1,0,1
71,http://tcons.com.bo/components/com_user/views/reset/535ba2ff30f14fb87ba913b1194b0de0/,85,6,0,12,0,0,0,1
72,http://hogsandheifers.com/wp-content/gallery/allan/dynamic/Arch/Arch/Archive/index.php,86,8,0,18,0,0,0,1
73,http://hiniet.net/mypictures/office/,36,3,0,10,0,0,0,1
74,http://cnhedge.cn/js/index.htm?http://us.battle.net/login/en/?ref=http://vjnbyjpus.battle.net/d3/en/index&amp;app=com-d3,120,2,0,10,89,1,0,1
75,http://taipo.com.tw/mail,24,1,0,12,0,0,0,1
76,http://hamares.pt/voinx/Googleraww/viewer.php?idp=login,55,3,0,10,9,1,0,1
77,http://surubiproducciones.com/wp/art/new/gmail.php,50,4,0,22,0,0,0,1
78,http://mejapayung.com/Gdoccc/,29,2,0,14,0,0,0,1
79,http://justenmarketing.com/machform/hooks/files/,48,4,0,19,0,0,0,1
80,http://plasticcz.com/Aol.html,29,1,0,13,0,0,0,1
81,http://catedrasdgfadu.org/powerful/products/?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,85,3,0,18,40,0,0,1
82,http://organtranspl.com/Public/kindeditor/attached/file/20160626/20160626011246_47691.html,90,6,0,16,0,0,0,1
83,http://australiansafetypartners.com.au/Account/login2.php,57,2,0,31,0,0,0,1
84,http://awesometime4you.com/wp-admin/js/cmfr/e66d85445b20f3b379e02630e4ba37e3/certificatclients.php?_productfilter=PERSONAL-DATA&amp;_pid=UpdateCoordsConf&amp;_fid=GoUpdateCoords&amp;_state=3402-F&amp;_rendertype=WebXForm&amp;_rendertypeversion=2,245,5,0,19,146,0,0,1
85,http://sexlovesecretcode.com/wp-includes/images/crystal/Adobe/,62,5,0,21,0,0,0,1
86,http://radioportales.cl/dropbox/auth/view/share,47,4,0,16,0,1,0,1
87,http://qualifiedplans.com/language/AtualizacaoModuloSeguranca2016A1iUqWgraljrCwCzqYax2c/,88,3,0,18,0,0,0,1
88,http://jaaeza.com/drIbrahim/Document-Shared502/doc/index.php,60,4,0,10,0,0,0,1
89,http://sbpatilschool.com/admin/career/languages/login/confirm.php,65,5,0,17,0,0,0,1
90,http://agile24horas.com.br/doc/wr/cd,36,3,0,19,0,1,0,1
91,http://79.97.254.75/connect/de/login/?SESSION=jlBIyrkGrogEm4AsitxjCjamvwq8rpzHClhfhp1Adas8vnAEH19IDzHwon9,105,4,0,12,67,0,0,1
92,http://leashesbylisa.com/wp-includes/images/countrytobox/index2.php?ugHTXEz46AMNmiDa1h78LB3C2nsecV5oUQJKZOIG0jlqSvRPryftYdWwp9kFxb8EfeNLhz9OQwrlMnatiWmZ1I5GkTRJUgbjv3BYCF7VKuxo6pcX0dPH2y4SqDsA25526659355=,204,4,0,17,136,0,0,1
93,http://penztargepberles.hu/erae/bmindex.php?activate-portalarea&amp;USERaf2c8fac804d89c978ef0de59b0ac5f7,104,2,0,19,60,1,0,1
94,http://paulopr.com/c2/forward.html,34,2,0,11,0,0,0,1
95,http://aciax.com.br/Data,24,1,0,12,0,1,0,1
96,http://followcam.com.au/files/9d539540080f52d5af4d181af1a75d78,62,2,0,16,0,0,0,1
97,http://spawash.gr/wp-includes/js/jcrop/countrytobox/index2.php,62,5,0,10,0,1,0,1
98,http://colortek.photo/wp-admin/network/drooppbx,47,3,0,14,0,0,0,1
99,http://2dfd.com/donem/os/,25,3,0,8,0,0,0,1
100,http://lrwebstudio.com.br/format/index.html,43,2,0,18,0,1,0,1
101,http://email.topseos.com/tracking/click?msgid=lsc93f-5h3ao0s4thly1k&amp;target=http://fotostegi.gr/libraries/legacy/log/tester/alert/login/,139,2,1,17,99,0,0,1
102,http://mpwab.org/admin/img/,27,3,0,9,0,0,0,1
103,http://travelsolutions.ca/google/style/upload/traidnt/css/,58,6,0,18,0,0,0,1
104,http://del2.com/view/3b634ad/73cff722/,38,4,0,8,0,0,0,1
105,http://blackpearlbuilders.net/images/template/dropbox/proposal/,63,5,0,22,0,0,0,1
106,http://rhsock.com/wp-includes/Merciful/googletr,47,3,0,10,0,0,0,1
107,http://ecomak.cl/wp-admin/images/new,36,3,0,9,0,1,0,1
108,http://idwcadcam.com.au/acc/account/dhl/DHL/,44,5,0,16,0,0,0,1
109,http://timeforhealthusa.com/ind/ind/X1z0/products/,50,5,0,20,0,0,0,1
110,http://mehraneil.com/sitemap/cgi-image/cradule,46,3,0,13,0,0,0,1
111,http://artvet.kiev.ua/userfiles/login.alibaba.com/Alibaba.htm,61,3,0,14,0,0,0,1
112,http://blackpearlbuilders.net/thirdcoastcowboy/Booking/dropbox/proposal/LoginVerification.php,93,5,0,22,0,0,0,1
113,http://ecogreentec.com.au/index/mail.htm?cmd=LOB=RBGLogon,57,2,0,18,16,0,0,1
114,http://littlepiecesofheaven.com.au/img/verif/Update-Your-Account-Now/,69,4,0,27,0,0,0,1
115,http://howardsjewelrycenter.com/document/Dirk/index.php,55,3,0,24,0,0,0,1
116,http://referentiel-cinema-maroc.ma/mre/pplhmed/096382031be3e1cf6b143edc05280ab4/,80,4,0,27,0,0,0,1
117,http://gordygong.com/wp-admin/maint/e4sy/M4.html?7yuR=;1be63979f8e621222fcdd748617b5d331be63979f8e621222fcdd748617b5d33,119,4,0,13,70,0,0,1
118,http://giatielements.com/wp-log/security/b3i7pzyx1uofypcuoi2kd9u2cpo6zr50key03mov721vi4fxc77g7s898m5x/,102,4,0,17,0,0,0,1
119,http://nolagroup.com/files-m/GD,31,2,0,13,0,0,0,1
120,http://kesttesdeversements.info/megaa/,38,2,0,24,0,0,0,1
121,http://proactiv.com.my/components/com_jce/editor/doc/rd.htm,59,5,0,15,0,0,0,1
122,http://vzbucket.maxrevinstaller.com/NuvisionDataRemarketer/Bundle.e<br/>xe,74,3,1,28,0,0,0,1
123,http://glitch.asia.com,22,0,1,15,0,0,0,1
124,http://surgery.org.ua/meato/indexonline.php?NowOn=5,51,2,0,14,7,0,0,1
125,http://austinoptionsrealestate.com/max/impots.gouv.fr/82a97cfaa92ee2a234a232dc39d84230/redirection.php,102,4,0,27,0,0,0,1
126,http://dashers.com.br/Invoice/filewords/,40,3,0,14,0,1,0,1
127,http://sabrenet.ca/Gmail/gmail.html,35,2,0,11,0,0,0,1
128,http://portal-mobvi.com/mobile/5a935709aa701b143c8fdc7c1c89f2eb/,64,3,0,16,0,0,0,1
129,http://infighter.co.uk/cscom-charity/validate/73392/Error.html,62,4,0,15,0,0,0,1
130,http://fanatiksport.ro/ww/,26,2,0,15,0,1,0,1
131,http://webpuppies.biz/mn/craft/create/index.php,47,4,0,14,0,0,0,1
132,http://jeff.timeclever.com/viewtools/update/index.php,53,3,1,19,0,0,0,1
133,http://softs.illyx.com/setup/ressources/partenaires_financiers/AMON<br/>ETIZE/bundleuser.exe,92,6,1,15,0,0,0,1
134,http://icscards.nl.icslogin.adygeya.su/index.php?idnEcGWLtdk,60,1,3,31,11,0,0,1
135,http://jimmywales.com,21,0,0,14,0,0,0,1
136,http://royalgateenergy.com/wp-admin/js/images/httpdocs/e9e2e51eb5d84505c5dd01f3d80ee2c4,87,5,0,19,0,0,0,1
137,http://eliteloungegroup.com.au/sample/pvalidate.html,52,2,0,23,0,0,0,1
138,http://protectionserver.com/001/update.htm,42,2,0,20,0,0,0,1
139,http://bopp-tapes.com/index.php?user=abuse@iveco.com&amp;id=dcb5208801&amp;e=27e2859015,87,1,0,14,55,0,0,1
140,http://mcomtraining.com/online.lloydsbank.co.uk/login.html,58,2,0,16,0,0,0,1
141,http://dl.downf468.com/n/3.0.26.3/6654650/alzip.exe,51,4,1,15,0,0,0,1
142,http://free-crochet-pattern.com/webalizer/050709wareza/crack=17=keygen=serial.html,82,3,0,24,0,0,0,1
143,http://w612.nb.host127-0-0-1.com/bins/int/kr3_znp.int?fxp=384bd820008ee37f030b3e65bca6e8a1a65beab33574f567a23b0a987ca83e6544e3e645,130,3,2,25,76,0,0,1
144,http://royalgateenergy.com/wp-admin/js/images/httpdocs/fd0b596bbb5710aded628ca2c25b42b8/,88,6,0,19,0,0,0,1
145,http://mkpp.com.ua/new/sand/Access.htm,38,3,0,11,0,0,0,1
146,http://purbox.com/skin/frontend/base/default/css/clickcsscs/,60,7,0,10,0,0,0,1
147,http://jessieward.com/index/,28,2,0,14,0,0,0,1
148,http://iniok.com/Commercebank/index.html,40,2,0,9,0,0,0,1
149,http://ceciliamartinez.com.mx/errors/dropbox/mail.126.com/,58,4,0,22,0,1,0,1
150,http://gkjx168.com/images?http://us.battle.net/login/http://dyfdzx.com/js?fav.1,79,1,0,11,53,0,0,1
151,http://cndoubleegret.com/admin/secure/cmd-login=bc955836ebda3b915ae2cc804f4046ba/?reff=ZGZlMzkyYTllMmY0ZTFkMmEzNThjZDg3NDY1N2IwYjk=,131,4,0,17,49,0,0,1
152,http://azoos.csheaven.com/eechoawoap/rissupsuns/bigleeptuf/files/,65,5,1,18,0,0,0,1
153,http://lojadocasal.com/controllers/front/fib/fib/finaly/cgibin/ucc/pross/cmd=/secc/esp/web/billing.html?cmd=step2,113,13,0,15,9,0,0,1
154,http://sahinlercnc.com/google,29,1,0,15,0,0,0,1
155,http://vantaiduccuong.com/soutdoc/es/,37,3,0,18,0,0,0,1
156,http://amisgourmet.com.br/Styles/mgs/es/,40,4,0,18,0,1,0,1
157,http://bobcareyphoto.com/gwutoday/wordpress/domain2/,52,4,0,17,0,0,0,1
158,http://liveresumeexamples.com,29,0,0,22,0,0,0,1
159,http://netherlands-icscards2016.it/ics/login/c4e7a347d50743999681f3dceb5b96ce/login.php,87,4,0,27,0,1,0,1
160,http://cndoubleegret.com/admin/secure/cmd-login=0b44bbfba88441260c55a2520845580a/?user=3Dsjenk=&amp;reff=NTlkMDIyYzUwYmQ5ZmZlOTZjZmRkNjk0YzRiMTU2MGQ=,149,4,0,17,67,0,0,1
161,http://rafidecor.md/kcfinder/upload/images/g/indexx.html,56,5,0,12,0,0,0,1
162,http://noithatchauau.vn/1./signoct.htm,38,2,0,16,0,1,0,1
163,http://ankarasoveyapi.com/Cesc/bookmark/index.php,49,3,0,18,0,0,0,1
164,http://hapuka.com/FOB/verify/document.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=abuse@no.email/?&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,257,3,0,10,190,0,0,1
165,http://modcheats.com/wp-includes/images/smilies/art/subhomes/,61,6,0,13,0,0,0,1
166,http://executivehomerents.com/joomla/images/banners/data/.ppl.us/ppl/59c35cb42a1223d0439c9acdc4b461f0,101,7,0,22,0,0,0,1
167,http://0576tz.com/js/?http://us.battle.net/login/en/?ref=http://paxvtwwus.battle.net/d3/en/index,96,2,0,10,74,0,0,1
168,http://switchy-converter.com/feeds/formulario/,46,3,0,21,0,0,0,1
169,http://tonlonsaojudas.com.br/wp-includes/SimplePie/zee/hook/login.php?email=abuse@china-einkauf.de,98,5,0,21,28,1,0,1
170,http://sire-china.com/marcusmiller/freeboard/css/images/US/c681d3ed01978d888998134605573ae4/,92,7,0,14,0,0,0,1
171,http://newmsg-id901224.com/us,29,1,0,19,0,0,0,1
172,http://spinecareuk.co.uk/flashig/wrong/grebsre.php,50,3,0,17,0,0,0,1
173,http://admiralswalk.com/zip/casts/,34,3,0,16,0,0,0,1
174,http://teaduniya.com/downloader/skin/images/viewdoc/index.htm,61,5,0,13,0,0,0,1
175,http://paypal-info.alfamarslogistics.com/paypal@support/new/payment.php,71,3,1,33,0,0,0,1
176,http://suryaee.com/googledoc/,29,2,0,11,0,0,0,1
177,http://dutysale.com/Straticon-eletric/,38,2,0,12,0,0,0,1
178,http://kativastore.com.br/filewords/,36,2,0,18,0,1,0,1
179,http://landgroup-co.com/Etisalat.htm,36,1,0,16,0,0,0,1
180,http://wisataindonesiaraya.com/admin/asset/kcfinder/upload/flash/i/draft/,73,8,0,23,0,0,0,1
181,http://milprollc.com/wordpress/wp-includes/theme-compat/php/,60,5,0,13,0,0,0,1
182,http://51jianli.cn/images?http://us.battle.net/login/en/?ref=http://xyvrmzdus.battle.net/d3,91,1,0,11,65,1,0,1
183,http://carshopng.com/admin/css/select/alibaba/index.php,55,5,0,13,0,0,0,1
184,http://apparelshop.com.br/skin/send.php,39,2,0,18,0,1,0,1
185,http://omni-present.co.nz/js/gtex/,34,3,0,18,0,0,0,1
186,http://chuntaacacademy.edu.bd/dropbox/domain/login.php?rand=WebAppSecurity.1&amp;email=,87,3,0,22,32,0,0,1
187,http://astuin.org/profiles/aos/aos/aos,38,4,0,10,0,0,0,1
188,http://priorlakepontoonrental.com/awstats/doc,45,2,0,26,0,0,0,1
189,http://siriuspaintball.com/wp-content/gallery/products/thumbs/,62,5,0,19,0,0,0,1
190,http://meteoland.org/modules/mod_poll/tmpl/iv.html,50,4,0,13,0,0,0,1
191,http://afford-a-rooter.com/dropNewWW/index.html,47,2,0,19,0,0,0,1
192,http://broadtech.co/HSBC.BANK_STORAGE_DATA/secure-document.html,63,2,0,12,0,0,0,1
193,http://tt-karaj.ir/modules/mod_banners/tmpl/-/Gouv_lmpouts/,59,6,0,11,0,1,0,1
194,http://maravillosarealidad.com/xcvbn/xcvbn/X1z0/products/viewer.php,67,5,0,23,0,0,0,1
195,http://altomisimali.com/wp-admin/css/colors/blue/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418,101,6,0,16,36,0,0,1
196,http://sifinancial.com.au/ran,29,1,0,18,0,0,0,1
197,http://harborexpressservices.com/xml/homezone/,46,3,0,25,0,0,0,1
198,http://annakraktour.pl/World/gucci2014/gdocs/processing.html?ip=80.85.84.72,75,4,0,15,14,1,0,1
199,http://hipradar.com/main/sess/,30,3,0,12,0,0,0,1
200,http://lluisgratacos.es/wp-content/gpdf/,40,3,0,16,0,0,0,1
201,http://troop209.net/c3c9a6d6f0/paypal/,38,3,0,12,0,0,0,1
202,http://whatstinksinwj.com/wp-includes/insz.htm,46,2,0,18,0,0,0,1
203,http://royalphotographers.com/test/,35,2,0,22,0,0,0,1
204,http://debuggingerrorinterrupt.club/?source={pubfeed}_{subid}_{referrer_domain},79,1,0,28,42,0,0,1
205,http://h62-213-20-50.ip.syzran.ru/modules/mod_footer/enquiryfeeds67.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;id=1774256418&amp;rand.13InboxLight.aspxn.1774256418=,261,3,2,26,189,1,0,1
206,http://yumaballet.org/new/,26,2,0,14,0,0,0,1
207,http://radiotajy.com/wp-content/themes/musicpro/css/cgi-index.php,65,5,0,13,0,0,0,1
208,http://w-reia.com/bremer/new.php?cmd=login_submit&amp;id=8e286f98b7a49966a4454f3964a0e7e68e286f98b7a49966a4454f3964a0e7e6&amp;session=8e286f98b7a49966a4454f3964a0e7e68e286f98b7a49966a4454f3964a0e7e6,198,2,0,10,165,0,0,1
209,http://waficsaab.com/packages/wp-content/plugins/quick-setup/aut/Auto/newpage/ii.php?.rand=13InboxLight.aspx?n=1774&amp;email=&amp;fav.1=&amp;fid=1&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,278,8,0,13,193,0,0,1
210,http://pulse-entertainment.ca/blog/wp-content/eaf593fb0695c84897787e0f45566a87/a3770f1f36e14bf5ad76a2cb48ebd74b,111,4,0,22,0,0,0,1
211,http://cache.nebula.phx3.secureserver.net/obj/RkYwN0NCQTg3QzkwNzlFODZBRjM6MDUxY2I0NjE5NjMzMjYwZTY3NjkyMWFiNWU5ZTcyMTA6Ojo6/,123,3,3,34,0,0,0,1
212,http://kakapermata.com/nortcc778ujei882jfe21bc8irfe229811b/,59,2,0,15,0,0,0,1
213,http://lecheparahaiti.cl/succeed/ebony/index.php.htm,52,3,0,17,0,1,0,1
214,http://camiclinica.com.br/wp/updat/,35,3,0,18,0,1,0,1
215,http://centerminasph.com.br/oo/hbb/hbb/hbb/products/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid;=,112,6,0,20,53,1,0,1
216,http://eletricabrasilbirigui.com.br/js/login.php?email=abuse@uswebbing.com,74,2,0,28,25,1,0,1
217,http://cacl.fr/HSBC.BANK_STORAGE-DATA/payment.html,50,2,0,7,0,1,0,1
218,http://knoxtyres.com.au/wp-admin/images/dropbox/,48,4,0,16,0,0,0,1
219,http://netvatise.info/client_hosting/jscritp/capitalone/87f1ace61c041afe5a02edac6ef2fc14/confirm.html,101,5,0,14,0,0,0,1
220,http://fachebook.chez.com/,26,1,1,18,0,0,0,1
221,http://best-cv-templates.com,28,0,0,21,0,0,0,1
222,http://primeproducoes.com.br/wp-includes/context/deactivation.php?email=maggie%20at%20weisung.net,97,3,0,21,31,1,0,1
223,http://elmorelawfirm.com/b63d5844141034d68caa41fe6b0f7271/verifyingyouremail.html,81,2,0,17,0,0,0,1
224,http://dacompsc.com/modules/mod_custom/Acesso-Seguro-painel/Acesso-Seguro/identificacao-jsf/,92,6,0,12,0,0,0,1
225,http://apjbayj48.urest.org/,27,1,1,19,0,0,0,1
226,http://dropdocuview.com/bDBsIZn2/default.php?valid&autocache=docs=folder&.done=view&517f21f099c537c96c18a71648399e15=xlspdf,123,2,0,16,78,0,0,1
227,http://ricardoeletro.com.br.promo70off.com/produtos/36868847/Motorola-Novo-Moto-G-DTV-Colors-Smartphone-Dual-Chip-TV-Android-44-Camera-8MP-Tela-HD-5-Quad-Core-12Ghz-16GB-3G-Wi-Fi-e-2-Capas-Coloridas/,199,4,3,35,0,0,0,1
228,http://motorati.co.nz/crayi/drive/drive/auth/view/share/,56,7,0,14,0,0,0,1
229,http://ozsayin.com/mas/spacebox/,32,3,0,11,0,0,0,1
230,http://diskopukm.natunakab.go.id/backup/2016,44,2,1,25,0,0,0,1
231,http://komisbest.pl/zxz,23,1,0,12,0,1,0,1
232,http://incubadorasavicola.cl/cha/document.html,46,2,0,21,0,1,0,1
233,http://u.to/FNUoDw,18,1,0,4,0,0,0,1
234,http://bisnisrumahan1.net/doc/share/2015/index.htm,50,4,0,18,0,0,0,1
235,http://meyer.ship.intnet.mu/Secure/Secure/Secure/g_doc,54,4,2,20,0,1,0,1
236,http://vpv.cn/js/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fxqmuvjgus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,119,2,0,6,101,1,0,1
237,http://3designcenter.com/blog/wp-admin/css/colors/light/other/,62,7,0,17,0,0,0,1
238,http://regiscerqueira.com.br/ricardo/,37,2,0,21,0,1,0,1
239,http://216.246.47.220/~luncheon/content/administrator/index.php,63,4,0,14,0,0,0,1
240,http://badgerlandautos.com/cgi-bin/DHL/DHL/tracking.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@casorganic.com,128,4,0,19,72,0,0,1
241,http://director4u.com/wp-includes/fonts/gov/,44,4,0,14,0,0,0,1
242,http://textil-grosshandel.eu/ghrpc/msn/,39,3,0,21,0,0,0,1
243,http://hyperbarichealingcenter.com/includes/js/jscalendar-1.0/lang/index.htm,76,5,0,27,0,0,0,1
244,http://brightindia.info/wp-admin/images/2/786283/,49,5,0,16,0,0,0,1
245,http://code8.ae/Dropbox/document/,33,3,0,8,0,0,0,1
246,http://maigesellschaft-berrendorf.de/wp-includes/makk/mai/a.php,63,4,0,29,0,1,0,1
247,http://webalan.ru/libraries/aol/index.htm,41,3,0,10,0,1,0,1
