,url,len of url,no of subdir,no of subdomain,len of domain,no of queries,presence of Suspicious_TLD,presence of at,label
49,http://tripadvisor.com/ShowTopic-g154943-i81-k2247613-Warning_about_Canadian_Affair-Vancouver_British_Columbia.html,115,1,0,15,0,0,0,0
50,http://genforum.com/goff/all.html,33,2,0,12,0,0,0,0
51,http://en.wikipedia.org/wiki/Chris_Pitman,41,2,1,16,0,0,0,0
52,http://tajaiidarealest.blogspot.com/,36,1,1,28,0,0,0,0
53,http://acronyms.thefreedictionary.com/KCKC,42,1,1,30,0,0,0,0
54,http://newconsonantmusic.com/composers/leduc_jacques.php,56,2,0,21,0,0,0,0
55,http://mediafire.com/?a9lmg1v92m0,33,1,0,13,11,0,0,0
56,http://legacy.com/obituaries/seattletimes/obituary.aspx?n=james-harvey-navarre-jim&pid=128084079,96,3,0,10,40,0,0,0
57,http://movie-locations.com/,27,1,0,19,0,0,0,0
58,http://mmafrenzy.com/rumors/bellator-rumors-and-fight-cards/,60,3,0,13,0,0,0,0
59,http://eecs.berkeley.edu/Directions/,36,2,1,17,0,0,0,0
60,http://wankspider.com/search?q=candy%20samples,46,1,0,14,17,0,0,0
61,http://cduniverse.com/productinfo.asp?pid=8584747,49,1,0,14,11,0,0,0
62,http://pipl.com/directory/tags/Brian%2520Hansen,47,3,0,8,0,0,0,0
63,http://umeedtv.com/,19,1,0,11,0,0,0,0
64,http://pipl.com/directory/people/George/Barrere,47,4,0,8,0,0,0,0
65,http://facebook.com/pages/CFOX-FM/108153012546411,49,3,0,12,0,0,0,0
66,http://inlovewithpoland.com/,28,1,0,20,0,0,0,0
67,http://yourchords.com/215234/Prince/Why-You-Wanna-Treat-Me-So-Bad-Chords/,73,4,0,14,0,0,0,0
68,http://thecbl.com/,18,1,0,10,0,0,0,0
69,http://montreal.backpage.com/TranssexualEscorts/,48,2,1,21,0,0,0,0
70,http://girlhunts.com/online/0d1ea47f66c57b4cd2a24714ea422154,60,2,0,13,0,0,0,1
71,http://ca.sports.yahoo.com/cfl/blog/cfl_experts/post/Jyles-trade-could-benefit-both-Toronto-and-Winni?urn=cfl-339115,116,5,2,19,14,0,0,0
72,http://gezzinypizza.com/wp-includes/js/tinymce/sis/doc.htm,58,5,0,16,0,0,0,1
73,http://musimax.altervista.org/Cinemax/film.htm,46,2,1,22,0,0,0,0
74,http://indianasnewscenter.com/news/local/Could-Lima-OH-Lose-1000-Jobs-123053473.html,84,3,0,22,0,0,0,0
75,http://bridgehunter.com/category/location/tn/page4/,51,5,0,16,0,0,0,0
76,http://youtube.com/watch?v=oRaqJXnvS0I,38,1,0,11,13,0,0,0
77,http://uncyclopedia.wikia.com/wiki/Yorkshire,44,2,1,22,0,0,0,0
78,http://gramercyparkhotel.com/,29,1,0,21,0,0,0,0
79,http://duckduckgo.com/1/c/Okinawan_karateka,43,3,0,14,0,0,0,0
80,http://feddocs.blogspot.com/,28,1,1,20,0,0,0,0
81,http://healthcare.nationaljournal.com/contributors/james-p-gelfand.php,70,2,1,30,0,0,0,0
82,http://allhighschools.com/school/miami-senior-high-school/858821,64,3,0,18,0,0,0,0
83,http://artistshousemusic.org/videos/inside+the+infrastructure+of+equator+music,78,2,0,21,0,0,0,0
84,http://forum.alexanderpalace.org/index.php?topic=5048.0,55,1,1,25,12,0,0,0
85,http://ncbi.nlm.nih.gov/pmc/articles/PMC1224049/,48,4,2,16,0,0,0,0
86,http://sites.google.com/site/childrensbookprojecttest/Home,58,3,1,16,0,0,0,0
87,http://kykinfolk.com/oldham/births.html,39,2,0,13,0,0,0,0
88,http://mahalo.com/marisol-nichols/,34,2,0,10,0,0,0,0
89,http://restaurantparagonii.foodpages.ca/,40,1,1,32,0,0,0,0
90,http://whc.unesco.org/en/35,27,2,1,14,0,0,0,0
91,http://livedash.com/transcript/cold_case_files-%28blood_money%3B_precious_doe%29/6120/AETVP/Thursday_July_1_2010/353544/,120,7,0,12,0,0,0,0
92,http://wargs.com/articles/blythe.html,37,2,0,9,0,0,0,0
93,http://yelp.com/biz/extraco-banks-temple-3,42,2,0,8,0,0,0,0
94,http://torrentdeluxe.com/malayalam-film-traffic-torrent.html,60,1,0,17,0,0,0,0
95,http://archive.org/stream/cuzcoajourneyto01markgoog/cuzcoajourneyto01markgoog_djvu.txt,86,3,0,11,0,0,0,0
96,http://associatedcontent.com/article/29066/10_funniest_africanamerican_comedians.html,85,3,0,21,0,0,0,0
97,http://scottdrewconstruction.com/,33,1,0,25,0,0,0,0
98,http://forwardup.ru/wp-includes/certificates/main.htm,53,3,0,12,0,1,0,1
99,http://loot.co.za/index/html/index1984.html,43,3,0,10,0,0,0,0
100,http://en.wikipedia.org/wiki/43rd_National_Hockey_League_All-Star_Game,70,2,1,16,0,0,0,0
101,http://customercarenumber.org/sign/store.apple.com/.cgi-bin/WebObjects/MyAppleIdwoa/wa/,87,7,0,22,0,0,0,1
102,http://angelfire.com/co4/earpgang/ringo01.html,46,3,0,13,0,0,0,0
103,http://sandiegostate.scout.com/,31,1,1,23,0,0,0,0
104,http://tabs.ultimate-guitar.com/j/jaci_velasquez/imagine_me_without_you_crd.htm,79,3,1,24,0,0,0,0
105,http://content.yudu.com/Library/A18afz/2008UMassMensSoccerM/resources/43.htm,76,5,1,16,0,0,0,0
106,http://goodlandparks.com/siteloqistics.co.ke/ChAutlnk/upgrae/boxMrenewal.php,76,4,0,17,0,0,0,1
107,http://newgirl.ro/?movie=full-movie-somewhere,45,1,0,10,26,1,0,0
108,http://linkedin.com/pub/eric-kubic/25/b5a/12b,45,5,0,12,0,0,0,0
109,http://thefreedictionary.com/grocery+store,42,1,0,21,0,0,0,0
110,http://baseball-reference.com/players/c/cyrer01.shtml,53,3,0,22,0,0,0,0
111,http://davedoyle.blogspot.com/,30,1,1,22,0,0,0,0
112,http://michaelripoll.com/musician/,34,2,0,17,0,0,0,0
113,http://forums.internationalhockey.net/showthread.php?6699-Kontinental-Hockey-League-2008-09-(Structure-Rules-Schedule-etc..),124,1,1,30,71,0,0,0
114,http://zoominfo.com/people/Cropper_Jason_1307315685.aspx,56,2,0,12,0,0,0,0
115,http://absoluteastronomy.com/topics/Paul_Cohen_(mathematician),62,2,0,21,0,0,0,0
116,http://tcons.com.bo/components/com_user/views/reset/9d029cc9ac520695532444f625fcc16b,84,5,0,12,0,0,0,1
117,http://fernandaemiliaboutique.com.br/wp-includes/js/jcrop/M81027272/M81027272/Welcome.html,90,6,0,29,0,1,0,1
118,http://en.wikipedia.org/wiki/German_language,44,2,1,16,0,0,0,0
119,http://en.wikipedia.org/wiki/Patten_University,46,2,1,16,0,0,0,0
120,http://youtube.com/watch?v=CmY-08tbZoY,38,1,0,11,13,0,0,0
121,http://en.wikipedia.org/wiki/Saucillo,37,2,1,16,0,0,0,0
122,http://freebase.com/view/en/southwest_airlines_flight_1248,58,3,0,12,0,0,0,0
123,http://wopular.com/first-photos-moonrise-kingdom-set,52,1,0,11,0,0,0,0
124,http://jobs.wateronline.com/,28,1,1,20,0,0,0,0
125,http://statesurge.com/members/gary-e-plummer-maine-212980,57,2,0,14,0,0,0,0
126,http://mondinion.com/Real_Estate/country/Mexico/region/Sonora/city/Kino/,72,8,0,13,0,0,0,0
127,http://artists.letssingit.com/simple-plan-album-simple-plan-6k5znk,66,1,1,22,0,0,0,0
128,http://nees.rpi.edu/,20,1,1,12,0,0,0,0
129,http://slam.canoe.ca/Slam/Football/CFL/Edmonton/2007/02/07/3549561-sun.html,75,8,1,13,0,0,0,0
130,http://genforum.genealogy.com/thibault/page2.html,49,2,1,22,0,0,0,0
131,http://pipl.com/directory/name/Broskey,38,3,0,8,0,0,0,0
132,http://hotpads.com/search/school-district/PA/Albert_Gallatin_Area_School_District,81,4,0,11,0,0,0,0
133,http://en.wikipedia.org/wiki/Zarinoff_Lebeouf,45,2,1,16,0,0,0,0
134,http://prnewswire.com/news-releases/presagis-teams-with-hp-intel-and-microsoft-to-provide-end-users-with-out-of-the-box-simulation-59887962.html,144,2,0,14,0,0,0,0
135,http://quickbeforeitmelts.com/2011/04/contest-peter-elkas-in-the-soil-festival-thursday-april-27/,97,4,0,22,0,0,0,0
136,http://archive.org/stream/chroniclepierre01petegoog/chroniclepierre01petegoog_djvu.txt,86,3,0,11,0,0,0,0
137,http://thebaseballcube.com/leagues/league.asp?Y=1986&R=/IL.shtml,64,2,0,19,18,0,0,0
138,http://openarchitecturenetwork.org/node/1116,44,2,0,27,0,0,0,0
139,http://blueridgeparkwayusa.com/north-carolina-regions/blue-ridge-asheville/,75,3,0,23,0,0,0,0
140,http://legolandcalifornia.themeparkhotelservice.com/,52,1,1,44,0,0,0,0
141,http://maumeevp.org/di/cd/cd/index.php,38,4,0,12,0,0,0,1
142,http://moma.org/explore/exhibitions,35,2,0,8,0,0,0,0
143,http://saemark.is/wp-content/plugins/wp-sts.php,47,3,0,10,0,0,0,1
144,http://dndsnyder.com/L%20Names.html,35,1,0,13,0,0,0,0
145,http://mylife.com/c-1506394589,30,1,0,10,0,0,0,0
146,http://defianceofgod.blogspot.com/,34,1,1,26,0,0,0,0
147,http://whosdatedwho.com/tpx_12878/elaine-joyce/,47,3,0,16,0,0,0,0
148,http://azlyrics.com/lyrics/bandofhorses/islandsonthecoast.html,62,3,0,12,0,0,0,0
149,http://ukgolfstores.co.uk/clothing.html,39,1,0,18,0,0,0,0
150,http://brownmccarroll.com/attorneys/kevin-koronka,49,2,0,18,0,0,0,0
151,http://rootsweb.ancestry.com/~ohallen/queries/query009.htm,58,3,1,21,0,0,0,0
152,http://bulgaria.usembassy.gov/american_food.html,48,1,1,22,0,0,0,0
153,http://azlyrics.com/lyrics/relientk/giveuntiltheresnothingleft.html,67,3,0,12,0,0,0,0
154,http://people.zap2it.com/p/bob-newhart/8761,43,3,1,17,0,0,0,0
155,http://lead411.com/topnewyorkcompanies.html,43,1,0,11,0,0,0,0
156,http://msnbc.msn.com/id/41985487/ns/business-press_releases/t/voyager-oil-gas-inc-report-its-financial-results-year-ended-december-monday-march-th-after-closing-bell/,166,7,1,13,0,0,0,0
157,http://litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=6+Transnat'l+L.+%26+Contemp.+Probs.+1&srctype=smi&srcid=3B15&key=8f4f982823375353c3508ca27c5bab22,203,2,1,36,149,0,0,0
158,http://indeed.com/cmp/Brightsource-Energy,41,2,0,10,0,0,0,0
159,http://answers.com/topic/gino-vannelli,38,2,0,11,0,0,0,0
160,http://ericrichardlacroix.blogspot.com/,39,1,1,31,0,0,0,0
161,http://pipl.com/directory/name/Daneau/Luc,41,4,0,8,0,0,0,0
162,http://en.wikipedia.org/wiki/Nathan_Phillips_Square,51,2,1,16,0,0,0,0
163,http://barrycode.com/salresult.php?PlayerIDPass=lacocpe01,57,1,0,13,22,0,0,0
164,http://en.wikipedia.org/wiki/Dorothy_L._Sayers,46,2,1,16,0,0,0,0
165,http://vieux.montreal.qc.ca/mus_attr/eng/pop_attraits.htm,57,3,1,20,0,0,0,0
166,http://reprise.com.tr/welcome/shares/greetings,46,3,0,14,0,0,0,1
167,http://account.buscaunamascota.interactivos123.com/conexion/God/upgrade/newp/ii.php?rand=13InboxLightaspxn.1774256418,117,5,2,43,33,0,0,1
168,http://wineterroirs.com/2011/10/devatting_at_clos_roche_blanche_loire.html,74,3,0,16,0,0,0,0
169,http://thefullwiki.org/George_Marshall,38,1,0,15,0,0,0,0
170,http://chroma-si.com.br/cpp/wr/cd/,34,4,0,16,0,1,0,1
171,http://advertisingcentral.yahoo.com/searchmarketing/,52,2,1,28,0,0,0,0
172,http://groups.google.com/group/alt.genealogy/browse_thread/thread/99bdb0e6c69433aa/71cfec632495bae6?lnk=raot&hl=en,114,6,1,17,14,0,0,0
173,http://amazon.com/Maritime-Liens-Claims-William-Tetley/dp/2894512279,68,3,0,10,0,0,0,0
174,http://brownsharpie.courtneygibbons.org/?p=1222,47,1,1,32,6,0,0,0
175,http://youtube.com/watch?v=rt7z2fnaRzA,38,1,0,11,13,0,0,0
176,http://youtube.com/watch?v=EGP7YXAtSt0,38,1,0,11,13,0,0,0
177,http://grantparkmusicfestival.com/2011-season/jennifer-koh-returns,66,2,0,26,0,0,0,0
178,http://old.library.georgetown.edu/newjour/a/msg04893.html,57,3,2,26,0,0,0,0
179,http://en.wikipedia.org/wiki/Aston_Villa_F.C,44,2,1,16,0,0,0,0
180,http://1channel.ch/watch-2142937-Paul-Stanley-One-Live-Kiss,59,1,0,11,0,0,0,0
181,http://shounennoyorokobi.blogspot.com/2007/09/luckystar.html,60,3,1,30,0,0,0,0
182,http://naught.org/pictures/,27,2,0,10,0,0,0,1
183,http://deseretnews.com/article/700179943/Real-Salt-Lake-game-day.html,69,3,0,15,0,0,0,0
184,http://energynd.com/,20,1,0,12,0,0,0,0
185,http://facebook.com/people/Jane-Baker/1405190977,48,3,0,12,0,0,0,0
186,http://pitch.com/kansascity/ArticleArchives?tag=Mark%20Funkhouser,65,2,0,9,21,0,0,0
187,http://answers.yahoo.com/question/index?qid=20090708103807AACweKH,65,2,1,17,25,0,0,0
188,http://billboard.com/news/sunny-sweeney-finds-staying-power-with-second-1005323012.story,88,2,0,13,0,0,0,0
189,http://fanpix.net/gallery/david-mcintosh-pictures.htm,53,2,0,10,0,0,0,0
190,http://wabanaki.kisikew.org/northeast1601.html,46,1,1,20,0,0,0,0
191,http://youtube.com/watch?v=Lhu1S0ehuJE,38,1,0,11,13,0,0,0
192,http://census-online.us/view/ROBILLARD/,39,3,0,16,0,0,0,0
193,http://waatp.com/people/albert-g-rutherford/1305931/,52,4,0,9,0,0,0,0
194,http://tractors.wikia.com/wiki/Template:Infobox_Tractor,55,2,1,18,0,0,0,0
195,http://italianshoemanufacturers.com/,36,1,0,28,0,0,0,1
196,http://imdb.com/title/tt0250078/,32,3,0,8,0,0,0,0
197,http://stayonthelake.com/lake/?p=38,35,2,0,17,4,0,0,0
198,http://en.wikipedia.org/wiki/Samuel_Morton,42,2,1,16,0,0,0,0
199,http://stubpass.com/tickets/?1003413-2009-10-11-kansas-city-chiefs-vs-dallas-cowboys_arrowhead-stadium,102,2,0,12,73,0,0,0
200,http://rcf.org.il/PayPal/safe/Confirmation/signin/df2e0c60776A0bb542d7db4D27b56d279/login.php,93,6,0,10,0,0,0,1
201,http://silentera.com/info/top100.html,37,2,0,13,0,0,0,0
202,http://manta.com/c/mmy2gqp/interstate-35-middle-school,54,3,0,9,0,0,0,0
203,http://tripadvisor.com/Restaurant_Review-g499470-d519234-Reviews-Cafe_Olga-Olga_Orcas_Island_San_Juan_Islands_Washington.html,125,1,0,15,0,0,0,0
204,http://statsheet.com/mcb/players/player/michigan-state/travis-walton,68,5,0,13,0,0,0,0
205,http://infozine.com/news/stories/op/storiesView/sid/35704/,58,7,0,12,0,0,0,0
206,http://en.wikipedia.org/wiki/Kemper_Arena,41,2,1,16,0,0,0,0
207,http://en.wikipedia.org/wiki/Galt_MacDermot,43,2,1,16,0,0,0,0
208,http://librarything.com/author/berlinjeanv,42,2,0,16,0,0,0,0
209,http://lakerstats.com/kareem_rush-profile.html,46,1,0,14,0,0,0,0
210,http://bookreview.mostlyfiction.com/2011/the-redemption-of-george-baxter-henry-by-conor-bowman/,95,3,1,28,0,0,0,0
211,http://barbarabennettphotography.co.uk/,39,1,0,31,0,0,0,0
212,http://wickedlocal.com/cambridge/,33,2,0,15,0,0,0,0
213,http://baseball-almanac.com/teamstats/roster.php?y=1983&t=KCA,61,2,0,20,12,0,0,0
214,http://cousinconnect.com/p/a/102778/,36,4,0,17,0,0,0,0
215,http://freebase.com/view/en/edie_mcclurg,40,3,0,12,0,0,0,0
216,http://people.famouswhy.com/bianca_bethune/,43,2,1,20,0,0,0,0
217,http://trueplayersonly.blogspot.com/2011/08/dru-down-pimp-of-year.html,70,3,1,28,0,0,0,0
218,http://facebook.com/people/Patricia-Plante/566012362,52,3,0,12,0,0,0,0
219,http://facebook.com/topic.php?uid=138828737885&topic=11858,58,1,0,12,28,0,0,0
220,http://csngraphicdesign.com/lobe-debbe-dunning-nipple/,54,2,0,20,0,0,0,0
221,http://delawaregirlsbasketball.com/archives2.htm,48,1,0,27,0,0,0,0
222,http://bacchusonmain.com/winelist.html,38,1,0,17,0,0,0,0
223,http://answers.yahoo.com/question/index?qid=20070705081930AA80VRP,65,2,1,17,25,0,0,0
224,http://aviewoncities.com/paris/canalstmartin.htm,48,2,0,17,0,0,0,0
225,http://saving17000kids.kansascity.com/schools/ace-collegium-upper/,66,3,1,30,0,0,0,0
226,http://ehow.com/heavy-metal-poisoning/,38,2,0,8,0,0,0,0
227,http://hotel-turenne-marais-paris.com/,38,1,0,30,0,0,0,0
228,http://wn.com/Jungle_Jim_(TV_series),36,1,0,6,0,0,0,0
229,http://manta.com/c/mm7pcw1/raymond-bachand,42,3,0,9,0,0,0,0
230,http://maravillosarealidad.com/nmklad/nmklad/X1z0/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,110,5,0,23,40,0,0,1
231,http://odessa.craigslist.org/ele/2716816284.html,48,2,1,21,0,0,0,0
232,http://nesn.com/2011/10/patriots-promote-cornerback-sterling-moore-to-active-roster-release-marcus-harrison.html,112,3,0,8,0,0,0,0
233,http://marvelouskingpins.de.to/,31,1,1,23,0,0,0,0
234,http://examiner.com/classic-movies-in-national/classic-films-focus-rebecca-of-sunnybrook-farm-1938-review,105,2,0,12,0,0,0,0
235,http://city-data.com/housing/houses-Rose-Creek-Minnesota.html,61,2,0,13,0,0,0,0
236,http://shape.com/blogs/fit-foodies/low-cal-cocktails-inspired-2011-emmy-award-winners,85,3,0,9,0,0,0,0
237,http://hockeynut.com/pittrans.html,34,1,0,13,0,0,0,0
238,http://imdb.com/name/nm0870369/,31,3,0,8,0,0,0,0
239,http://britannica.com/EBchecked/topic/273470/Sidney-Howard,58,4,0,14,0,0,0,0
240,http://century21.ca/CA/QC/Montreal/Neighbourhoods/Riviere-des-Prairies_-_Pointe-aux-Trembles,92,5,0,12,0,0,0,0
241,http://myspace.com/gentrymccreary,33,1,0,11,0,0,0,0
242,http://regionalhelpwanted.com/p/jobs_city/345/Reed_City/?SN=345,63,5,0,22,6,0,0,0
243,http://ford-trucks.com/forums/834505-new-6ixth-floor-lift-kit-for-ford-e-series-vans.html,89,2,0,15,0,0,0,0
244,http://duncanroots.com/ancestors/DescendantsofWilliamDuncan.htm,63,2,0,15,0,0,0,0
245,http://dwihitparade.com/tag/minnesota-state-patrol/,51,3,0,16,0,0,0,0
246,http://oocities.org/fadwa_layla/nice_pic.html,45,2,0,12,0,0,0,1
247,http://youtube.com/watch?v=sQnrqwJy7Hk,38,1,0,11,13,0,0,0
248,http://spokeo.com/James+Ford,28,1,0,10,0,0,0,0
249,http://theglobeandmail.com/report-on-business/careers/careers-leadership/giving-back/refectory-renewal-funded-by-loyola-grads/article2209917/,141,7,0,19,0,0,0,0
250,http://amazon.com/Bugs-VHS-Mel-Blanc/dp/630196716X,50,3,0,10,0,0,0,0
251,http://ceciliamartinez.com.mx/errors/dropbox/activity.vip.163.com/vip.163.com.php?errorType=498&error&email=,108,4,0,22,26,1,0,1
252,http://answers.com/topic/quantum-jump,37,2,0,11,0,0,0,0
253,http://answers.com/topic/tollhouse,34,2,0,11,0,0,0,0
254,http://bayareairis.org/mitchell.html,36,1,0,15,0,0,0,0
255,http://nationalhistoricalregister.com/TX/Shackelford/state.html,63,3,0,30,0,0,0,0
256,http://spokeo.com/Steven+Bento,30,1,0,10,0,0,0,0
257,http://erstebankliga.at/de/statistik/ergebnisse/live-scoring/?type=14230,72,5,0,16,10,0,0,0
258,http://chacha.com/question/how-much-per-credit-hour-does-it-cost-to-go-to-nazarene-theological-seminary,103,2,0,10,0,0,0,0
259,http://la.warnerbros.com/web/main/homepage/homepage.jsp,55,4,1,17,0,0,0,0
260,http://myspace.com/hellbillys,29,1,0,11,0,0,0,0
261,http://funtrivia.com/en/Sports/NBA-Playoffs-702.html,52,3,0,13,0,0,0,0
262,http://lllqdzp4t-site.itempurl.com/fresh/bobs/7e06c8a7a8669540c72f7b8b8c0dcb16/,79,4,1,27,0,0,0,1
263,http://myspace.com/wingmanbiz,29,1,0,11,0,0,0,0
264,http://nws.noaa.gov/data/obhistory/KAOH.html,44,3,1,12,0,0,0,0
265,http://intercot.com/,20,1,0,12,0,0,0,0
266,http://inandoutofmadness.net/,29,1,0,21,0,0,0,0
267,http://aldogiuntini.com/,24,1,0,16,0,0,0,0
268,http://theundergrowth.com/news.html,35,1,0,18,0,0,0,0
269,http://pipl.com/directory/name/Kling/Diana,42,4,0,8,0,0,0,0
270,http://barkingcarnival.fantake.com/2009/09/02/missouri-football-preview-2009-state-of-the-union/,96,5,1,27,0,0,0,0
271,http://sensibleaddictions.com/ec,32,1,0,22,0,0,0,1
272,http://walkersresearch.com/profilePages/Show_Executive_Title/Executiveprofile/J/Jim__Mattos_400176427.html,106,5,0,19,0,0,0,0
273,http://cbssports.com/nhl/teams/schedule/BUF,43,4,0,13,0,0,0,0
274,http://vigile.net/Harper-aide-intervened-for,44,1,0,10,0,0,0,0
275,http://rubberduckdev.com/securedomains/secure-domains/document/pvalidate.html,77,4,0,17,0,0,0,1
276,http://patriotleague.org/sports/w-soccer/spec-rel/110111aaa.html,64,4,0,17,0,0,0,0
277,http://youtube.com/watch?v=eGFnBtKM_iQ,38,1,0,11,13,0,0,0
278,http://ksl.com/?nid=968&sid=15528440,36,1,0,7,20,0,0,0
279,http://stlouis.citysearch.com/profile/46619127/kirkwood_mo/exterior_building_solutions.html,91,4,1,22,0,0,0,0
280,http://driverupdate.net/library/driver_list.php?type=networkcard&vendor_id=278&vendor_name=Eicon+Networks+Corporation&device_id=29372&device_name=Eicon+Diva+2.02+S%2FT+(PCI),173,2,0,16,125,0,0,0
281,http://designspd.com/blog/wp-content/onlineupdate/37cba816b8fe06dcc225dc5de3d19899/index2.html,94,5,0,13,0,0,0,1
282,http://christianitytoday.com/ct/movies/reviews/2009/limitsofcontrol.html,72,5,0,21,0,0,0,0
283,http://linkedin.com/pub/dir/arturo/ramirez,42,4,0,12,0,0,0,0
284,http://ilcentralino.net/components/com_jce/yhoo9/image.htm,58,4,0,16,0,0,0,1
285,http://newportmansions.org/,27,1,0,19,0,0,0,0
286,http://youtube.com/watch?v=MSO3xy_trbk,38,1,0,11,13,0,0,0
287,http://baseball-reference.com/bullpen/Frank_Ringo,49,2,0,22,0,0,0,0
288,http://lccap.com/,17,1,0,9,0,0,0,0
289,http://en.wikipedia.org/wiki/Don_Ferguson,41,2,1,16,0,0,0,0
290,http://music.msn.com/,21,1,1,13,0,0,0,0
291,http://electronichouse.com/article/sputnik_subwoofer_designed_to_blow_hair_off_your_head/C25,92,3,0,19,0,0,0,0
